activity
0.03120635
0.03120635
0.03250554
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.028428946
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03515622
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.035121135
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.06354669
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03089248
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.027705446
0.03120635
0.03120635
0.03120635
0.03338033
0.03120635
0.03120635
0.023207167
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.033362318
0.03120635
0.03120635
0.033949833
0.03286859
0.03120635
0.03120635
0.03120635
0.03120635
0.037301168
0.03120635
0.03120635
0.03120635
0.038620412
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.025770891
0.03120635
0.029297624
0.033199348
0.03120635
0.03120635
0.019557627
0.033197135
0.03120635
0.03120635
0.03120635
0.03120635
0.027408255
0.030352887
0.03120635
0.039182603
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.042986996
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.030983262
0.03120635
0.03120635
0.04260966
0.03120635
0.03120635
0.03120635
0.032242343
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.030284502
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.033083033
0.03120635
0.03120635
0.033121984
0.03120635
0.03120635
0.03120635
0.03120635
0.03906487
0.036103398
0.027134888
0.03120635
0.03120635
0.02804527
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.029234922
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.033209547
0.03120635
0.03401826
0.03120635
0.03120635
0.02344834
0.03120635
0.03120635
0.03120635
0.0389444
0.029549101
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03514883
0.03120635
0.02551921
0.029527219
0.03120635
0.02346503
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03320259
0.03120635
0.03120635
0.045135412
0.03120635
0.03120635
0.03120635
0.032873206
0.03120635
0.03120635
0.03120635
0.03120635
0.030502185
0.03259428
0.03120635
0.03120635
0.03120635
0.03120635
0.03262118
0.03120635
0.033203125
0.01965617
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.009870678
0.042967804
0.03706214
0.03120635
0.03120635
0.038659904
0.01984532
0.03120635
0.03120635
0.02929209
0.03120635
0.029420149
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.031232713
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03149712
0.03120635
0.03120635
0.03120635
0.029274326
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.027955763
0.03120635
0.03120635
0.03120635
0.03120635
0.028185345
0.03120635
0.03120635
0.03394836
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.021852061
0.026074389
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.031071844
0.03120635
0.03120635
0.03120635
0.03120635
0.025422495
0.028521799
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.036997154
0.03120635
0.03120635
0.036264822
0.028769765
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03438776
0.03120635
0.03120635
0.03120635
0.03120635
0.035808515
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
0.03120635
